
Keyword: finally passing comprehensive immigration reform	score: 15.7318295739
Keyword: single republican candidate announced	score: 15.0
Keyword: termâlegal term enter	score: 11.875
Keyword: hard hits nevadans work	score: 11.5293040293
Keyword: highest grade point average	score: 11.5
Keyword: comprehensive immigration reform program	score: 10.8984962406
Keyword: rose dominican hospital	score: 9.0
Keyword: cinco de mayo	score: 9.0
Keyword: advanced placement courses	score: 9.0
Keyword: american presidency projectpromote	score: 8.66666666667
Keyword: medical minor program	score: 8.5
Keyword: comprehensive immigration reform	score: 8.3984962406
Keyword: legal permanent resident	score: 8.375
Keyword: fashioned american style	score: 8.16666666667
Keyword: current documented immigrant	score: 8.0
Keyword: provide safe environments	score: 8.0
Keyword: pool cleaning service	score: 8.0
Keyword: decent working conditions	score: 7.75
Keyword: congresswoman dina titus	score: 7.66666666667
Keyword: committed young person	score: 7.39583333333
Keyword: stop partisan attacks	score: 7.33333333333
Keyword: brought openâestablished	score: 7.0
Keyword: chemistry test monday	score: 7.0
Keyword: nevada state college pursuing	score: 6.88571428571
Keyword: economic consumer contributions	score: 6.85714285714
Keyword: working hard contribute	score: 6.70238095238
Keyword: mixed status family	score: 6.65608465608
Keyword: sunday school class	score: 6.6
Keyword: broken immigration system	score: 6.58928571429
Keyword: young people today feel	score: 6.58622881356
Keyword: understood hard work	score: 6.5293040293
Keyword: includes unaccompanied children	score: 6.5
Keyword: exceptional young people	score: 6.48622881356
Keyword: prepare young people	score: 6.48622881356
Keyword: free community college	score: 6.35714285714
Keyword: big detention facilities	score: 6.34722222222
Keyword: 000 undocumented transgender immigrants	score: 6.08888888889
Keyword: made america uniqueâ	score: 6.06666666667
Keyword: graduated high school	score: 5.88571428571
Keyword: job training kind	score: 5.80681818182
Keyword: rancho high school	score: 5.71904761905
Keyword: top economic times	score: 5.70238095238
Keyword: comprehensive reform	score: 5.68421052632
Keyword: 000 undocumented lgbt immigrants	score: 5.58888888889
Keyword: making minimum wage	score: 5.56666666667
Keyword: ve worked hard	score: 5.48571428571
Keyword: support president obama	score: 5.45833333333
Keyword: reform immigration	score: 5.3984962406
Keyword: immigration reform	score: 5.3984962406
Keyword: avoid family breakup	score: 5.37037037037
Keyword: makes status family	score: 5.32275132275
Keyword: president executive action	score: 5.3
Keyword: planâstopped plans	score: 5.25
Keyword: high school education	score: 5.23865546218
Keyword: started thanking rancho	score: 5.21428571429
Keyword: united states citizen	score: 5.20238095238
Keyword: kids started running	score: 5.0
Keyword: republican side	score: 5.0
Keyword: seventh grade	score: 5.0
Keyword: term security	score: 4.75
Keyword: ve mentioned earlier	score: 4.73333333333
Keyword: immigration messes	score: 4.71428571429
Keyword: legal status	score: 4.66071428571
Keyword: immigration system	score: 4.58928571429
Keyword: immigration community	score: 4.57142857143
Keyword: young person	score: 4.39583333333
Keyword: legal requirement	score: 4.375
Keyword: lgbt community	score: 4.35714285714
Keyword: action program	score: 4.3
Keyword: economic recovery	score: 4.28571428571
Keyword: economic abyss	score: 4.28571428571
Keyword: economic upswing	score: 4.28571428571
Keyword: class status	score: 4.28571428571
Keyword: fashioned problem	score: 4.25
Keyword: detention facilities	score: 4.22222222222
Keyword: immigration programs	score: 4.21428571429
Keyword: worked harder	score: 4.2
Keyword: worked hard	score: 4.15238095238
Keyword: big shout	score: 4.125
Keyword: big emphasis	score: 4.125
Keyword: big fights	score: 4.125
Keyword: big plug	score: 4.125
Keyword: minimum wage	score: 4.06666666667
Keyword: american story	score: 4.04166666667
Keyword: economic issue	score: 4.03571428571
Keyword: knocked doors	score: 4.0
Keyword: small businessmen	score: 4.0
Keyword: deep ties	score: 4.0
Keyword: sell food	score: 4.0
Keyword: dirt road	score: 4.0
Keyword: average student	score: 4.0
Keyword: biggest corporations	score: 4.0
Keyword: immigrant laborer	score: 4.0
Keyword: opened doors	score: 4.0
Keyword: fundamentally undermining	score: 4.0
Keyword: political science	score: 4.0
Keyword: closure rate	score: 4.0
Keyword: brain development	score: 4.0
Keyword: real engine	score: 4.0
Keyword: received orders	score: 4.0
Keyword: small businessman	score: 4.0
Keyword: drivers license	score: 4.0
Keyword: fully accepted	score: 4.0
Keyword: executive actions	score: 4.0
Keyword: private sector	score: 4.0
Keyword: english language	score: 4.0
Keyword: franklin roosevelt	score: 4.0
Keyword: panel participants	score: 4.0
Keyword: necessarily included	score: 4.0
Keyword: consistently supporting	score: 4.0
Keyword: executive orders	score: 4.0
Keyword: article recently	score: 4.0
Keyword: gender identity	score: 4.0
Keyword: criminal justice	score: 4.0
Keyword: shorter season	score: 4.0
Keyword: las vegas	score: 4.0
Keyword: registered nurse	score: 4.0
Keyword: bipartisan basis	score: 4.0
Keyword: learn english	score: 4.0
Keyword: global competition	score: 4.0
Keyword: personal basis	score: 4.0
Keyword: tenure bar	score: 4.0
Keyword: bipartisan bill	score: 4.0
Keyword: party lines	score: 4.0
Keyword: political price	score: 4.0
Keyword: priority list	score: 4.0
Keyword: federal floor	score: 4.0
Keyword: enhance protections	score: 4.0
Keyword: lesbian woman	score: 4.0
Keyword: speed bump	score: 4.0
Keyword: tough blows	score: 4.0
Keyword: phoned banks	score: 4.0
Keyword: phone bills	score: 4.0
Keyword: mental health	score: 4.0
Keyword: strongly opposed	score: 4.0
Keyword: counselors told	score: 4.0
Keyword: vast majority	score: 4.0
Keyword: illegal behavior	score: 4.0
Keyword: showedâironically	score: 4.0
Keyword: personal experiences	score: 4.0
Keyword: court ability	score: 4.0
Keyword: cut dramatically	score: 4.0
Keyword: red carpet	score: 4.0
Keyword: partisan differences	score: 4.0
Keyword: status differences	score: 3.95238095238
Keyword: average home	score: 3.94444444444
Keyword: timber united â	score: 3.91666666667
Keyword: united states	score: 3.91666666667
Keyword: detention practices	score: 3.88888888889
Keyword: detention facility	score: 3.88888888889
Keyword: detention processes	score: 3.88888888889
Keyword: high school	score: 3.88571428571
Keyword: entire system	score: 3.875
Keyword: partisan reasons	score: 3.83333333333
Keyword: president obama	score: 3.83333333333
Keyword: deferred action	score: 3.8
Keyword: deport 11 million	score: 3.8
Keyword: detention system	score: 3.76388888889
Keyword: starting businesses	score: 3.75
Keyword: vulnerable populations	score: 3.75
Keyword: stop working	score: 3.75
Keyword: small businesses	score: 3.75
Keyword: numerous times	score: 3.75
Keyword: stopped plans	score: 3.75
Keyword: big brothers	score: 3.725
Keyword: legal representation	score: 3.70833333333
Keyword: working hard	score: 3.70238095238
Keyword: laws comprehensively	score: 3.66666666667
Keyword: federal level	score: 3.66666666667
Keyword: foreign students	score: 3.66666666667
Keyword: culinary workers	score: 3.66666666667
Keyword: living wage	score: 3.65
Keyword: firmly support	score: 3.625
Keyword: landscaping job	score: 3.625
Keyword: job market	score: 3.625
Keyword: provide support	score: 3.625
Keyword: hard workers	score: 3.61904761905
Keyword: economic interest	score: 3.61904761905
Keyword: learned today	score: 3.6
Keyword: todayâpredict	score: 3.6
Keyword: elementary school	score: 3.6
Keyword: older brothers	score: 3.6
Keyword: work site	score: 3.57692307692
Keyword: strong point	score: 3.57142857143
Keyword: strong message	score: 3.57142857143
Keyword: strong points	score: 3.57142857143
Keyword: year deadline	score: 3.53846153846
Keyword: year period	score: 3.53846153846
Keyword: 10 year bar	score: 3.53846153846
Keyword: undocumented men	score: 3.53333333333
Keyword: hard work	score: 3.5293040293
Keyword: work hard	score: 3.5293040293
Keyword: mechanic shop	score: 3.5
Keyword: journey ends	score: 3.5
Keyword: business partner	score: 3.5
Keyword: small children	score: 3.5
Keyword: humane treatment	score: 3.5
Keyword: good signal	score: 3.5
Keyword: basically share	score: 3.5
Keyword: business license	score: 3.5
Keyword: terrible experience	score: 3.5
Keyword: major factor	score: 3.5
Keyword: assimilated tens	score: 3.5
Keyword: wonderful memories	score: 3.5
Keyword: farm field	score: 3.5
Keyword: feel discouraged	score: 3.5
Keyword: jobs created	score: 3.5
Keyword: includes children	score: 3.5
Keyword: iowa graduates	score: 3.5
Keyword: good point	score: 3.5
Keyword: introduce legislation	score: 3.5
Keyword: older children	score: 3.5
Keyword: chicago area	score: 3.5
Keyword: lower end	score: 3.5
Keyword: small business	score: 3.5
Keyword: basically wanted	score: 3.5
Keyword: private companies	score: 3.5
Keyword: entering illegally	score: 3.5
Keyword: view strongly	score: 3.5
Keyword: sympathetic cases	score: 3.5
Keyword: long road	score: 3.5
Keyword: exam fee	score: 3.5
Keyword: bed basis	score: 3.5
Keyword: dad worked	score: 3.5
Keyword: door meeting	score: 3.5
Keyword: bipartisan agreement	score: 3.5
Keyword: helped guide	score: 3.5
Keyword: young people	score: 3.48622881356
Keyword: started businesses	score: 3.46428571429
Keyword: executive order	score: 3.45454545455
Keyword: called home	score: 3.44444444444
Keyword: home repairs	score: 3.44444444444
Keyword: assimilated people	score: 3.42372881356
Keyword: real people	score: 3.42372881356
Keyword: higher level	score: 3.41666666667
Keyword: big part	score: 3.41071428571
Keyword: wage jobs	score: 3.4
Keyword: great recession	score: 3.4
Keyword: hour shift	score: 3.4
Keyword: undocumented community	score: 3.39047619048
Keyword: interesting story	score: 3.375
Keyword: humane system	score: 3.375
Keyword: personal story	score: 3.375
Keyword: family unification	score: 3.37037037037
Keyword: community college	score: 3.35714285714
Keyword: education policy	score: 3.35294117647
Keyword: education topic	score: 3.35294117647
Keyword: future isn	score: 3.33333333333
Keyword: juan salazar	score: 3.33333333333
Keyword: raised doctors	score: 3.33333333333
Keyword: clean pools	score: 3.33333333333
Keyword: real hearing	score: 3.33333333333
Keyword: rancho administrators	score: 3.33333333333
Keyword: bright future	score: 3.33333333333
Keyword: younger brother	score: 3.33333333333
Keyword: ve discussed	score: 3.33333333333
Keyword: start early	score: 3.28571428571
Keyword: southern nevada	score: 3.28571428571
Keyword: kids aren	score: 3.28571428571
Keyword: push congress	score: 3.26666666667
Keyword: middle school	score: 3.26666666667
Keyword: blended families	score: 3.25
Keyword: house decided	score: 3.25
Keyword: higher end	score: 3.25
Keyword: strengthen families	score: 3.25
Keyword: working americans	score: 3.25
Keyword: talking points	score: 3.25
Keyword: underlying situation	score: 3.25
Keyword: bit expanding	score: 3.25
Keyword: good living	score: 3.25
Keyword: received daca	score: 3.25
Keyword: work permit	score: 3.24358974359
Keyword: taxes contributions	score: 3.2380952381
Keyword: 12 million people	score: 3.22372881356
Keyword: 11 million people	score: 3.22372881356
Keyword: complex issues	score: 3.22222222222
Keyword: outstanding issues	score: 3.22222222222
Keyword: undocumented workers	score: 3.2
Keyword: fear anymore	score: 3.2
Keyword: strong support	score: 3.19642857143
Keyword: coming back	score: 3.17647058824
Keyword: vulnerable people	score: 3.17372881356
Keyword: important statistic	score: 3.16666666667
Keyword: legalize students	score: 3.16666666667
Keyword: equal citizenship	score: 3.14285714286
Keyword: time knew	score: 3.125
Keyword: biggest thing	score: 3.125
Keyword: family issue	score: 3.12037037037
Keyword: higher education	score: 3.10294117647
Keyword: occurred continue	score: 3.1
Keyword: trans brothers	score: 3.1
Keyword: congress continues	score: 3.1
Keyword: undocumented immigrants	score: 3.08888888889
Keyword: difficult problem	score: 3.08333333333
Keyword: juan working	score: 3.08333333333
Keyword: problem solving	score: 3.08333333333
Keyword: hour laws	score: 3.06666666667
Keyword: pay taxes	score: 3.04166666667
Keyword: lot open	score: 3.04166666667
Keyword: year round	score: 3.03846153846
Keyword: losing jobs	score: 3.0
Keyword: politically motivated	score: 3.0
Keyword: decision hit	score: 3.0
Keyword: made contributions	score: 2.97142857143
Keyword: deportation order	score: 2.95454545455
Keyword: order deportation	score: 2.95454545455
Keyword: senate passed	score: 2.95238095238
Keyword: protect people	score: 2.92372881356
Keyword: people lost	score: 2.92372881356
Keyword: tired people	score: 2.92372881356
Keyword: entered legally	score: 2.9
Keyword: law school	score: 2.88571428571
Keyword: family separated	score: 2.87037037037
Keyword: country working	score: 2.84523809524
Keyword: stay ahead	score: 2.83333333333
Keyword: taking care	score: 2.83333333333
Keyword: elected president	score: 2.83333333333
Keyword: lack resources	score: 2.83333333333
Keyword: good future	score: 2.83333333333
Keyword: dad lost	score: 2.8
Keyword: dad wasn	score: 2.8
Keyword: table today	score: 2.8
Keyword: people pay	score: 2.79872881356
Keyword: good start	score: 2.78571428571
Keyword: call home	score: 2.77777777778
Keyword: day workers	score: 2.76666666667
